"REF_DATE","GEO","DGUID","Age group","Sex","Income source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","64000","C","","","0"
"2014","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","72800","C","","","0"
"2015","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","59200","C","","","0"
"2016","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","59700","C","","","0"
"2017","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","65900","C","","","0"
"2018","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","68200","C","","","0"
"2019","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","72500","C","","","0"
"2020","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","73800","C","","","0"
"2021","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","80500","C","","","0"
"2022","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697757","21.5.1.1.4","75300","B","","","0"
"2005","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","45700","C","","","0"
"2006","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","46100","D","","","0"
"2007","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","51600","C","","","0"
"2008","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","49100","C","","","0"
"2009","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","45300","D","","","0"
"2010","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","45600","D","","","0"
"2011","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","51100","C","","","0"
"2012","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","50400","C","","","0"
"2013","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","49500","D","","","0"
"2014","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","58800","C","","","0"
"2015","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","49700","D","","","0"
"2016","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","54300","C","","","0"
"2017","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","53100","D","","","0"
"2018","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","57000","B","","","0"
"2019","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","60400","C","","","0"
"2020","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","57000","C","","","0"
"2021","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","69100","B","","","0"
"2022","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Total income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697758","21.5.1.1.5","61800","B","","","0"
"2005","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","58900","C","","","0"
"2006","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","60100","C","","","0"
"2007","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","68800","D","","","0"
"2008","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","66800","C","","","0"
"2009","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","62100","C","","","0"
"2010","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","60700","D","","","0"
"2011","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","60900","C","","","0"
"2012","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","61800","C","","","0"
"2013","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","65200","C","","","0"
"2014","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","73100","C","","","0"
"2015","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","61200","C","","","0"
"2016","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","59800","C","","","0"
"2017","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","64200","C","","","0"
"2018","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","67100","C","","","0"
"2019","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","70300","D","","","0"
"2020","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","69900","C","","","0"
"2021","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","77500","C","","","0"
"2022","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Average income (excluding zeros)","2022 constant dollars","439","units","0","v107697767","21.5.1.3.4","74900","B","","","0"
"2005","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697768","21.5.1.3.5","51100","C","","","0"
"2006","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697768","21.5.1.3.5","49800","D","","","0"
"2007","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697768","21.5.1.3.5","54700","C","","","0"
"2008","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697768","21.5.1.3.5","54000","C","","","0"
"2009","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697768","21.5.1.3.5","44600","D","","","0"
"2010","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697768","21.5.1.3.5","47900","C","","","0"
"2011","Vancouver, British Columbia","2021S0503933","35 to 44 years","Both sexes","Employment income","Median income (excluding zeros)","2022 constant dollars","439","units","0","v107697768","21.5.1.3.5","53500","C","","","0"
